SERIAL NO,AIRLINE ,AIRLINE IATA CODE,FLIGHT NO,FLIGHT TYPE,ROUTE,DEPARTURE COUNTRY,DEPARTURE CITY,DEPARTURE AIRPORT,DEPARTURE IATA CODE,ARRIVAL COUNTRY,ARRIVAL CITY,ARRIVAL AIRPORT,ARRIVAL IATA CODE,FLIGHT DURATION,
202,FLYJINNAH,9P,9P586,INTERNATIONAL,LHE-JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOURS 25 MINUTES,
203,FLYJINNAH,9P,9P587,INTERNATIONAL,JED-LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,5 HOURS 15 MINUTES,
204,FLYJINNAH,9P,9P570,INTERNATIONAL,LHE-DMM,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,3 HOURS 55 MINUTES,
205,FLYJINNAH,9P,9P571,INTERNATIONAL,DMM-LHE,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 40 MINUTES,
206,FLYJINNAH,9P,9P580,INTERNATIONAL,LHE-RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 20 MINUTES,
207,FLYJINNAH,9P,9P581,INTERNATIONAL,RUH-LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,4 HOURS 10 MINUTES,
208,FLYJINNAH,9P,9P600,INTERNATIONAL,KHI-JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,4 HOURS 15 MINUTES,
209,FLYJINNAH,9P,9P601,INTERNATIONAL,JED-KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,4 HOURS 10 MINUTES,
210,FLYJINNAH,9P,9P630,INTERNATIONAL,KHI-DMM,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,2 HOURS 55 MINUTES,
211,FLYJINNAH,9P,9P631,INTERNATIONAL,DMM-KHI,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 40 MINUTES,
212,FLYJINNAH,9P,9P610,INTERNATIONAL,KHI-RUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,RUH,3 HOURS 15 MINUTES,
213,FLYJINNAH,9P,9P613,INTERNATIONAL,RUH-KHI,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,KHI,PAKISTAN,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,3 HOURS ,
214,FLYJINNAH,9P,9P764,INTERNATIONAL,ISB-BAH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,BAHRAIN,BAHRAN,BAHRAIN INTERNATIONAL AIRPORT,BAH,3 HOURS 40 MINUTES,
215,FLYJINNAH,9P,9P765,INTERNATIONAL,BAH-ISB,BAHRAIN,BAHRAIN,BAHRAIN INTERNATIONAL AIRPORT,BAH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 35 MINUTES,
216,FLYJINNAH,9P,9P530,INTERNATIONAL,LHE-BAH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,BAHRAIN,BAHRAN,BAHRAIN INTERNATIONAL AIRPORT,BAH,3 HOURS 45 MINUTES,
217,FLYJINNAH,9P,9P531,INTERNATIONAL,BAH-LHE,BAHRAIN,BAHRAIN,BAHRAIN INTERNATIONAL AIRPORT,BAH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 35 MINUTES,
218,ETIHAD AIRWAYS,EY,EY-277,INTERNATIONAL,PEW-AUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 10 MINUTES,
219,ETIHAD AIRWAYS,EY,EY-276,INTERNATIONAL,AUH-PEW,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,3 HOURS 5 MINUTES,
220,ETIHAD AIRWAYS,EY,EY-303,INTERNATIONAL,ISB-AUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 20 MINUTES,
221,ETIHAD AIRWAYS,EY,EY-301,INTERNATIONAL,ISB-AUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 20 MINUTES,
222,ETIHAD AIRWAYS,EY,EY-300,INTERNATIONAL,AUH-ISB,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 10 MINUTES,
223,ETIHAD AIRWAYS,EY,EY-302,INTERNATIONAL,AUH-ISB,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 10 MINUTES,
224,ETIHAD AIRWAYS,EY,EY-285,INTERNATIONAL,LHE-AUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 20 MINUTES,
225,ETIHAD AIRWAYS,EY,EY-289,INTERNATIONAL,LHE-AUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,3 HOURS 20 MINUTES,
226,ETIHAD AIRWAYS,EY,EY-288,INTERNATIONAL,AUH-LHE,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 15 MINUTES,
227,ETIHAD AIRWAYS,EY,EY-284,INTERNATIONAL,AUH-LHE,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 15 MINUTES,
228,ETIHAD AIRWAYS,EY,EY-297,INTERNATIONAL,KHI-AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,2 HOURS 10 MINUTES,
229,ETIHAD AIRWAYS,EY,EY-299,INTERNATIONAL,KHI-AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,2 HOURS 10 MINUTES,
230,ETIHAD AIRWAYS,EY,EY-293,INTERNATIONAL,KHI-AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,2 HOURS 10 MINUTES,
231,ETIHAD AIRWAYS,EY,EY-295,INTERNATIONAL,KHI-AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,2 HOURS 10 MINUTES,
232,ETIHAD AIRWAYS,EY,EY-298,INTERNATIONAL,AUH-KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 20 MINUTES,
233,ETIHAD AIRWAYS,EY,EY292,INTERNATIONAL,AUH-KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 20 MINUTES,
234,ETIHAD AIRWAYS,EY,EY-296,INTERNATIONAL,AUH-KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 20 MINUTES,
235,ETIHAD AIRWAYS,EY,EY-294,INTERNATIONAL,AUH-KHI,UNITED ARAB EMIRATES,ABU DHABI,ZAYED INTERNATIONAL AIRPORT,AUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 20 MINUTES,
236,GULF AIR,GF,GF-771,INTERNATIONAL,ISB-BAH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,BAHRAIN,BAHRAN,BAHRAIN INTERNATIONAL AIRPORT,BAH,3 HOURS 45 MINUTES,
237,GULF AIR,GF,GF-770,INTERNATIONAL,BAH-ISB,BAHRAIN,BAHRAIN,BAHRAIN INTERNATIONAL AIRPORT,BAH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 30 MINUTES,
238,GULF AIR,GF,GF-765,INTERNATIONAL,LHE-BAH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,BAHRAIN,BAHRAN,BAHRAIN INTERNATIONAL AIRPORT,BAH,3 HOURS 30 MINUTES,
239,GULF AIR,GF,GF-764,INTERNATIONAL,BAH-LHE,BAHRAIN,BAHRAIN,BAHRAIN INTERNATIONAL AIRPORT,BAH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 35 MINUTES,
240,GULF AIR,GF,GF-751,INTERNATIONAL,KHI-BAH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,BAHRAIN,BAHRAN,BAHRAIN INTERNATIONAL AIRPORT,BAH,2 HOURS 45 MINUTES,
241,GULF AIR,GF,GF752,INTERNATIONAL,BAH-LKHI,BAHRAIN,BAHRAIN,BAHRAIN INTERNATIONAL AIRPORT,BAH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,2 HOURS 45 MINUTES,
242,SALAM AIR,OV,OV-598,INTERNATIONAL,PEW-MCT,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,2 HOURS 50 MINUTES,
243,SALAM AIR,OV,OV-597,INTERNATIONAL,MCT-PEW,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,2 HOURS 35 MINUTES,
244,SALAM AIR,OV,OV-514,INTERNATIONAL,KHI-MCT,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,1 HOURS 50 MINUTES,
245,SALAM AIR,OV,OV-513,INTERNATIONAL,MCT-KHI,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,1 HOURS 40 MINUTES,
246,SALAM AIR,OV,OV-564,INTERNATIONAL,ISB-MCT,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,3 HOURS 15 MINUTES,
247,SALAM AIR,OV,OV-563,INTERNATIONAL,MCT-ISB,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,2 HOURS 45 MINUTES,
248,SALAM AIR,OV,OV-522,INTERNATIONAL,LHE-MCT,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,3 HOURS 15 MINUTES,
249,SALAM AIR,OV,OV-521,INTERNATIONAL,MCT-LHE,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,2 HOURS 40 MINUTES,
250,SALAM AIR,OV,OV-538,INTERNATIONAL,MUX-MCT,PAKISTAN,MULTAN,MULTAN INTERNATIONAL AIRPORT,MUX,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,2 HOURS 45 MINUTES,
251,SALAM AIR,OV,OV-537,INTERNATIONAL,MCT-MUX,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,MULTAN,MULTAN INTERNATIONAL AIRPORT,MUX,2 HOURS 20 MINUTES,
252,SALAM AIR,OV,OV-506,INTERNATIONAL,SKT-MCT,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,3 HOURS 10 MINUTES,
253,SALAM AIR,OV,OV-508,INTERNATIONAL,SKT-MCT,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,3 HOURS 10 MINUTES,
254,SALAM AIR,OV,OV-507,INTERNATIONAL,MCT-SKT,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,2 HOURS 45 MINUTES,
255,SALAM AIR,OV,OV-507,INTERNATIONAL,MCT-SKT,OMAN,MUSCAT,MUSCAT INTERNATIONAL AIRPORT,MCT,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,2 HOURS 45 MINUTES,
256,JAZEERA AIRWAYS,J9,J9-512,INTERNATIONAL,ISB-KWI,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,KUWAIT,KUWIAT,KUWAIT INTERNATIONAL AIRPORT,KWI,5 HOURS 30 MINUTES,
257,JAZEERA AIRWAYS,J9,J9-511,INTERNATIONAL,KWI-ISB,KUWAIT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,5 HOURS,
258,JAZEERA AIRWAYS,J9,J9-502,INTERNATIONAL,LHE-KWI,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,KUWAIT,KUWIAT,KUWAIT INTERNATIONAL AIRPORT,KWI,5 HOURS 30 MINUTES,
259,JAZEERA AIRWAYS,J9,J9-501,INTERNATIONAL,KWI-LHE,KUWAIT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,5 HOURS,
260,JAZEERA AIRWAYS,J9,J9-508,INTERNATIONAL,KHI-KWI,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,KUWAIT,KUWIAT,KUWAIT INTERNATIONAL AIRPORT,KWI,4 HOURS 15 MINUTES,
261,JAZEERA AIRWAYS,J9,J9-507,INTERNATIONAL,KWI-KHI,KUWAIT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 55 MINUTES,
262,KUWAIT AIRWAYS,KU,KU-202,INTERNATIONAL,LHE-KWI,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,KUWIAT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,4 HOURS 35 MINUTES,
263,KUWAIT AIRWAYS,KU,KU-201,INTERNATIONAL,KWI-LHE,KUWAIT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,PAKSITAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 55 MINUTES,
264,KUWAIT AIRWAYS,KU,KU-206,INTERNATIONAL,ISB-KWI,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,KUWAIT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,4 HOURS 15 MINUTES,
265,KUWAIT AIRWAYS,KU,KU-205,INTERNATIONAL,KWI-ISB,KUWAIT,KUWAIT,KUWAIT INTERNATIONAL AIRPORT,KWI,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 40 MINUTES,
266,SAUDI AIRLINES,SV,SV-723,INTERNATIONAL,ISB-JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOUR 50 MINUTES,
267,SAUDI AIRLINES,SV,SV-727,INTERNATIONAL,ISB-JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOUR 50 MINUTES,
268,SAUDI AIRLINES,SV,SV-729,INTERNATIONAL,ISB-JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOUR 50 MINUTES,
269,SAUDI AIRLINES,SV,SV-728,INTERNATIONAL,JED-ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOURS 50 MINUTES,
270,SAUDI AIRLINES,SV,SV-726,INTERNATIONAL,JED-ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOUR 50 MINUTES,
271,SAUDI AIRLINES,SV,SV-722,INTERNATIONAL,JED-ISB,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,4 HOUR 50 MINUTES,
272,SAUDI AIRLINES,SV,SV-725,INTERNATIONAL,ISB-RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOUR 40 MINUTES,
273,SAUDI AIRLINES,SV,SV731,INTERNATIONAL,ISB-RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOUR 40 MINUTES,
274,SAUDI AIRLINES,SV,SV-730,INTERNATIONAL,RUH-ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 55 MINUTES,
275,SAUDI AIRLINES,SV,SV-724,INTERNATIONAL,RUH-ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 55 MINUTES,
276,SAUDI AIRLINES,SV,SV-797,INTERNATIONAL,PEW-JED,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOUR 55 MINUTES,
277,SAUDI AIRLINES,SV,SV-796,INTERNATIONAL,JED-PEW,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,4 HOUR 45 MINUTES,
278,SAUDI AIRLINES,SV,SV-793,INTERNATIONAL,PEW-RUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOUR 55 MINUTES,
279,SAUDI AIRLINES,SV,SV-792,INTERNATIONAL,RUH-PEW,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,PESHAWAR,BACHA KHAN INTERNATIONAL AIRPORT,PEW,4 HOURS 4 MINUTES,
280,SAUDI AIRLINES,SV,SV-737,INTERNATIONAL,LHE-RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 25 MINUTES,
281,SAUDI AIRLINES,SV,SV-736,INTERNATIONAL,RUH-LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOUR 50 MINUTES,
282,SAUDI AIRLINES,SV,SV-735,INTERNATIONAL,LHE-JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOURS 40 MINUTES,
283,SAUDI AIRLINES,SV,SV-739,INTERNATIONAL,LHE-JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,5 HOURS 40 MINUTES,
284,SAUDI AIRLINES,SV,SV-738,INTERNATIONAL,JED-LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,4 HOURS 40 MINUTES,
285,SAUDI AIRLINES,SV,SV-734,INTERNATIONAL,JED-LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,4 HOURS 40 MINUTES,
286,SAUDI AIRLINES,SV,SV-705,INTERNATIONAL,KHI-JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,4 HOURS 25 MINUTES,
287,SAUDI AIRLINES,SV,SV-701,INTERNATIONAL,KHI-JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,4 HOURS 25 MINUTES,
288,SAUDI AIRLINES,SV,SV-700,INTERNATIONAL,JED-KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 45 MINUTES,
289,SAUDI AIRLINES,SV,SV-704,INTERNATIONAL,JED-KHI,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 45 MINUTES,
290,SAUDI AIRLINES,SV,SV-709,INTERNATIONAL,KHI-RUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,3 HOURS 20 MINUTES,
291,SAUDI AIRLINES,SV,SV-708,INTERNATIONAL,RUH-KHI,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,KARACHI,JINNAH INTERNATIONAL AIRPORT,KHI,3 HOURS 15 MINUTES,
292,SAUDI AIRLINES,SV,SV-801,INTERNATIONAL,MUX-JED,PAKISTAN,MULTAN,MULTAN INTERNATIONAL AIRPORT,MUX,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,4 HOURS 45 MINUTES,
293,SAUDI AIRLINES,SV,SV-800,INTERNATIONAL,JED-MUX,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,MULTAN,MULTAN INTERNATIONAL AIRPORT,MUX,4 HOURS 35 MINUTES,
294,SAUDI AIRLINES,SV,SV-4044,INTERNATIONAL,SKT-RUH,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,5 HOURS 10 MINUTES,
295,SAUDI AIRLINES,SV,SV-4043,INTERNATIONAL,RUH-SKT,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,SIALKOT,SIALKOT INTERNATIONAL AIRPORT,SKT,4 HOURS 5 MINUTES,
296,FLYNAS,XY,XY-316,INTERNATIONAL,ISB-RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 50 MINUTES,
297,FLYNAS,XY,XY-315,INTERNATIONAL,RUH-ISB,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,ISLAMABAD,ISLAMABAD INTERNATIONAL AIRPORT,ISB,3 HOURS 50 MINUTES,
298,FLYNAS,XY,XY-884,INTERNATIONAL,LHE-DMM,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,4 HOURS 30 MINUTES,
